"","year","month","gov_gop","sen_gop","rep_gop","gov_dem","sen_dem","rep_dem","president","close","unemployment"
"59",1951,"November",25,47,207,22,51,242,"dem",NA,3.5
"60",1951,"December",25,47,207,22,51,242,"dem",NA,3.1
"61",1952,"January",24,50,207,22,50,242,"dem",NA,3.2
"62",1952,"February",24,50,207,22,50,242,"dem",NA,3.1
"63",1952,"March",24,50,207,22,50,242,"dem",NA,2.9
"64",1952,"April",24,50,207,22,50,242,"dem",NA,2.9
"65",1952,"May",24,50,207,22,50,242,"dem",NA,3
"66",1952,"June",24,50,207,22,50,242,"dem",NA,3
"67",1952,"July",24,50,207,22,50,242,"dem",NA,3.2
"68",1952,"August",24,50,207,22,50,242,"dem",NA,3.4
"69",1952,"September",24,50,207,22,50,242,"dem",NA,3.1
"70",1952,"October",24,50,207,22,50,242,"dem",NA,3
"71",1952,"November",24,50,207,22,50,242,"dem",NA,2.8
"72",1952,"December",24,50,207,22,50,242,"dem",NA,2.7
"73",1953,"January",29,50,222,17,49,220,"gop",NA,2.9
"74",1953,"February",29,50,222,17,49,220,"gop",NA,2.6
"75",1953,"March",29,50,222,17,49,220,"gop",NA,2.6
"76",1953,"April",29,50,222,17,49,220,"gop",NA,2.7
"77",1953,"May",29,50,222,17,49,220,"gop",NA,2.5
"78",1953,"June",29,50,222,17,49,220,"gop",NA,2.5
"79",1953,"July",29,50,222,17,49,220,"gop",NA,2.6
"80",1953,"August",29,50,222,17,49,220,"gop",NA,2.7
"81",1953,"September",29,50,222,17,49,220,"gop",NA,2.9
"82",1953,"October",30,50,222,18,49,220,"gop",NA,3.1
"83",1953,"November",30,50,222,18,49,220,"gop",NA,3.5
"84",1953,"December",30,50,222,18,49,220,"gop",NA,4.5
"85",1954,"January",29,55,222,18,53,220,"gop",NA,4.9
"86",1954,"February",29,55,222,18,53,220,"gop",NA,5.2
"87",1954,"March",29,55,222,18,53,220,"gop",NA,5.7
"88",1954,"April",29,55,222,18,53,220,"gop",NA,5.9
"89",1954,"May",29,55,222,18,53,220,"gop",NA,5.9
"90",1954,"June",29,55,222,18,53,220,"gop",NA,5.6
"91",1954,"July",29,55,222,18,53,220,"gop",NA,5.8
"92",1954,"August",29,55,222,18,53,220,"gop",NA,6
"93",1954,"September",29,55,222,18,53,220,"gop",NA,6.1
"94",1954,"October",29,55,222,18,53,220,"gop",NA,5.7
"95",1954,"November",29,55,222,19,53,220,"gop",NA,5.3
"96",1954,"December",29,55,222,19,53,220,"gop",NA,5
"97",1955,"January",21,47,204,26,48,237,"gop",NA,4.9
"98",1955,"February",21,47,204,26,48,237,"gop",NA,4.7
"99",1955,"March",21,47,204,26,48,237,"gop",NA,4.6
"100",1955,"April",21,47,204,26,48,237,"gop",NA,4.7
"101",1955,"May",21,47,204,26,48,237,"gop",NA,4.3
"102",1955,"June",21,47,204,26,48,237,"gop",NA,4.2
"103",1955,"July",21,47,204,26,48,237,"gop",NA,4
"104",1955,"August",21,47,204,26,48,237,"gop",NA,4.2
"105",1955,"September",21,47,204,26,48,237,"gop",NA,4.1
"106",1955,"October",21,47,204,26,48,237,"gop",NA,4.3
"107",1955,"November",21,47,204,26,48,237,"gop",NA,4.2
"108",1955,"December",21,47,204,26,48,237,"gop",NA,4.2
"109",1956,"January",21,49,204,26,51,237,"gop",NA,4
"110",1956,"February",21,49,204,26,51,237,"gop",NA,3.9
"111",1956,"March",21,49,204,26,51,237,"gop",NA,4.2
"112",1956,"April",21,49,204,26,50,237,"gop",NA,4
"113",1956,"May",21,49,204,26,50,237,"gop",NA,4.3
"114",1956,"June",21,49,204,26,50,237,"gop",NA,4.3
"115",1956,"July",21,49,204,26,50,237,"gop",NA,4.4
"116",1956,"August",21,49,204,26,50,237,"gop",NA,4.1
"117",1956,"September",21,49,204,26,50,237,"gop",NA,3.9
"118",1956,"October",21,49,204,26,50,237,"gop",NA,3.9
"119",1956,"November",21,49,204,26,51,237,"gop",NA,4.3
"120",1956,"December",21,49,204,26,51,237,"gop",NA,4.2
"121",1957,"January",19,47,203,28,52,242,"gop",NA,4.2
"122",1957,"February",19,47,203,28,52,242,"gop",NA,3.9
"123",1957,"March",19,47,203,28,52,242,"gop",NA,3.7
"124",1957,"April",19,47,203,28,52,242,"gop",NA,3.9
"125",1957,"May",19,47,203,28,52,242,"gop",NA,4.1
"126",1957,"June",19,47,203,28,52,242,"gop",NA,4.3
"127",1957,"July",19,47,203,28,52,242,"gop",NA,4.2
"128",1957,"August",19,47,203,28,52,242,"gop",NA,4.1
"129",1957,"September",20,47,203,28,52,242,"gop",NA,4.4
"130",1957,"October",20,47,203,28,52,242,"gop",NA,4.5
"131",1957,"November",20,47,203,28,52,242,"gop",NA,5.1
"132",1957,"December",20,47,203,28,52,242,"gop",NA,5.2
"133",1958,"January",20,47,203,28,52,242,"gop",NA,5.8
"134",1958,"February",20,47,203,28,52,242,"gop",NA,6.4
"135",1958,"March",20,47,203,28,52,242,"gop",NA,6.7
