"","year","month","gov_gop","sen_gop","rep_gop","gov_dem","sen_dem","rep_dem","president","close","unemployment"
"136",1958,"April",20,47,203,28,52,242,"gop",NA,7.4
"137",1958,"May",20,47,203,28,52,242,"gop",NA,7.4
"138",1958,"June",20,47,203,28,52,242,"gop",NA,7.3
"139",1958,"July",20,47,203,28,52,242,"gop",NA,7.5
"140",1958,"August",20,47,203,28,52,242,"gop",NA,7.4
"141",1958,"September",20,47,203,28,52,242,"gop",NA,7.1
"142",1958,"October",20,47,203,28,52,242,"gop",NA,6.7
"143",1958,"November",20,47,203,28,52,242,"gop",NA,6.2
"144",1958,"December",20,47,203,28,52,242,"gop",NA,6.2
"145",1959,"January",15,35,159,35,65,289,"gop",NA,6
"146",1959,"February",15,35,159,35,65,289,"gop",NA,5.9
"147",1959,"March",15,35,159,35,65,289,"gop",NA,5.6
"148",1959,"April",15,35,159,35,65,289,"gop",NA,5.2
"149",1959,"May",15,35,159,35,65,289,"gop",NA,5.1
"150",1959,"June",15,35,159,35,65,289,"gop",NA,5
"151",1959,"July",15,35,159,35,65,289,"gop",NA,5.1
"152",1959,"August",15,35,159,35,65,289,"gop",NA,5.2
"153",1959,"September",15,35,159,35,65,289,"gop",NA,5.5
"154",1959,"October",15,35,159,35,65,289,"gop",NA,5.7
"155",1959,"November",15,35,159,35,65,289,"gop",NA,5.8
"156",1959,"December",15,35,159,35,65,289,"gop",NA,5.3
"157",1960,"January",16,35,159,34,70,289,"gop",NA,5.2
"158",1960,"February",16,35,159,34,70,289,"gop",NA,4.8
"159",1960,"March",16,35,159,34,70,289,"gop",NA,5.4
"160",1960,"April",16,35,159,34,70,289,"gop",NA,5.2
"161",1960,"May",16,35,159,34,70,289,"gop",NA,5.1
"162",1960,"June",16,35,159,34,70,289,"gop",NA,5.4
"163",1960,"July",16,35,159,34,70,289,"gop",NA,5.5
"164",1960,"August",16,35,159,34,70,289,"gop",NA,5.6
"165",1960,"September",17,35,159,34,70,289,"gop",NA,5.5
"166",1960,"October",17,35,159,34,70,289,"gop",NA,6.1
"167",1960,"November",17,35,159,34,70,289,"gop",NA,6.1
"168",1960,"December",17,35,159,34,70,289,"gop",NA,6.6
"169",1961,"January",16,37,176,34,64,273,"dem",NA,6.6
"170",1961,"February",16,37,176,34,64,273,"dem",NA,6.9
"171",1961,"March",16,37,176,34,64,273,"dem",NA,6.9
"172",1961,"April",16,37,176,34,64,273,"dem",NA,7
"173",1961,"May",16,37,176,34,64,273,"dem",NA,7.1
"174",1961,"June",16,37,176,34,64,273,"dem",NA,6.9
"175",1961,"July",16,37,176,34,64,273,"dem",NA,7
"176",1961,"August",16,37,176,34,64,273,"dem",NA,6.6
"177",1961,"September",16,37,176,34,64,273,"dem",NA,6.7
"178",1961,"October",16,37,176,34,64,273,"dem",NA,6.5
"179",1961,"November",16,37,176,34,64,273,"dem",NA,6.1
"180",1961,"December",16,37,176,34,64,273,"dem",NA,6
"181",1962,"January",16,42,176,34,65,273,"dem",NA,5.8
"182",1962,"February",16,42,176,34,65,273,"dem",NA,5.5
"183",1962,"March",16,42,176,34,65,273,"dem",NA,5.6
"184",1962,"April",16,42,176,34,65,273,"dem",NA,5.6
"185",1962,"May",16,42,176,34,65,273,"dem",NA,5.5
"186",1962,"June",16,42,176,34,65,273,"dem",NA,5.5
"187",1962,"July",16,42,176,34,65,273,"dem",NA,5.4
"188",1962,"August",16,42,176,34,65,273,"dem",NA,5.7
"189",1962,"September",16,42,176,34,65,273,"dem",NA,5.6
"190",1962,"October",16,42,176,34,65,273,"dem",NA,5.4
"191",1962,"November",16,42,176,34,65,273,"dem",NA,5.7
"192",1962,"December",16,42,176,34,65,273,"dem",NA,5.5
"193",1963,"January",17,34,182,33,68,262,"dem",NA,5.7
"194",1963,"February",17,34,182,33,68,262,"dem",NA,5.9
"195",1963,"March",16,34,182,34,68,262,"dem",NA,5.7
"196",1963,"April",16,34,182,34,68,262,"dem",NA,5.7
"197",1963,"May",16,34,182,34,68,262,"dem",NA,5.9
"198",1963,"June",16,34,182,34,68,262,"dem",NA,5.6
"199",1963,"July",16,34,182,34,68,262,"dem",NA,5.6
"200",1963,"August",16,34,182,34,68,262,"dem",NA,5.4
"201",1963,"September",16,34,182,34,68,262,"dem",NA,5.5
"202",1963,"October",16,34,182,34,68,262,"dem",NA,5.5
"203",1963,"November",16,34,182,34,68,262,"dem",NA,5.7
"204",1963,"December",16,34,182,34,68,262,"dem",NA,5.5
"205",1964,"January",16,34,182,34,71,262,"dem",NA,5.6
"206",1964,"February",16,34,182,34,71,262,"dem",NA,5.4
"207",1964,"March",16,34,182,34,71,262,"dem",NA,5.4
"208",1964,"April",16,34,182,34,71,262,"dem",NA,5.3
"209",1964,"May",16,34,182,34,71,262,"dem",NA,5.1
"210",1964,"June",16,34,182,34,71,262,"dem",NA,5.2
"211",1964,"July",16,34,182,34,71,262,"dem",NA,4.9
"212",1964,"August",16,34,182,34,71,262,"dem",NA,5
"213",1964,"September",16,34,182,34,71,262,"dem",NA,5.1
"214",1964,"October",16,34,182,34,71,262,"dem",NA,5.1
"215",1964,"November",16,34,182,34,71,262,"dem",NA,4.8
"216",1964,"December",16,34,182,34,71,262,"dem",NA,5
"217",1965,"January",17,32,141,33,69,301,"dem",NA,4.9
"218",1965,"February",17,32,141,33,69,301,"dem",NA,5.1
"219",1965,"March",17,32,141,33,69,301,"dem",NA,4.7
"220",1965,"April",17,32,141,33,69,301,"dem",NA,4.8
"221",1965,"May",17,32,141,33,69,301,"dem",NA,4.6
"222",1965,"June",17,32,141,33,69,301,"dem",NA,4.6
"223",1965,"July",17,32,141,33,69,301,"dem",NA,4.4
"224",1965,"August",17,32,141,33,69,301,"dem",NA,4.4
"225",1965,"September",17,32,141,33,69,301,"dem",NA,4.3
"226",1965,"October",17,32,141,33,69,301,"dem",NA,4.2
"227",1965,"November",17,32,141,33,69,301,"dem",NA,4.1
"228",1965,"December",17,32,141,33,69,301,"dem",NA,4
"229",1966,"January",18,33,141,33,70,301,"dem",NA,4
"230",1966,"February",18,33,141,33,70,301,"dem",NA,3.8
"231",1966,"March",18,33,141,33,70,301,"dem",NA,3.8
"232",1966,"April",18,33,141,33,70,301,"dem",NA,3.8
"233",1966,"May",18,33,141,33,70,301,"dem",NA,3.9
"234",1966,"June",18,33,141,33,70,301,"dem",NA,3.8
"235",1966,"July",18,33,141,33,70,301,"dem",NA,3.8
"236",1966,"August",18,33,141,33,70,301,"dem",NA,3.8
"237",1966,"September",18,33,141,33,70,301,"dem",NA,3.7
"238",1966,"October",18,33,141,33,70,301,"dem",NA,3.7
"239",1966,"November",18,33,141,33,70,301,"dem",NA,3.6
"240",1966,"December",18,33,141,33,70,301,"dem",NA,3.8
"241",1967,"January",25,36,188,27,64,251,"dem",NA,3.9
"242",1967,"February",25,36,188,27,64,251,"dem",NA,3.8
"243",1967,"March",25,36,188,27,64,251,"dem",NA,3.8
"244",1967,"April",25,36,188,27,64,251,"dem",NA,3.8
"245",1967,"May",25,36,188,27,64,251,"dem",NA,3.8
"246",1967,"June",25,36,188,27,64,251,"dem",NA,3.9
"247",1967,"July",25,36,188,27,64,251,"dem",NA,3.8
"248",1967,"August",25,36,188,27,64,251,"dem",NA,3.8
"249",1967,"September",25,36,188,27,64,251,"dem",NA,3.8
"250",1967,"October",25,36,188,27,64,251,"dem",NA,4
"251",1967,"November",25,36,188,27,64,251,"dem",NA,3.9
"252",1967,"December",25,36,188,27,64,251,"dem",NA,3.8
"253",1968,"January",26,39,188,26,65,251,"dem",NA,3.7
"254",1968,"February",26,39,188,26,65,251,"dem",NA,3.8
"255",1968,"March",26,39,188,26,65,251,"dem",NA,3.7
"256",1968,"April",26,39,188,26,65,251,"dem",NA,3.5
"257",1968,"May",26,39,188,26,65,251,"dem",NA,3.5
"258",1968,"June",26,39,188,26,65,251,"dem",NA,3.7
"259",1968,"July",26,39,188,26,65,251,"dem",NA,3.7
"260",1968,"August",26,39,188,26,65,251,"dem",NA,3.5
"261",1968,"September",26,39,188,26,65,251,"dem",NA,3.4
"262",1968,"October",26,39,188,26,65,251,"dem",NA,3.4
"263",1968,"November",26,39,188,26,65,251,"dem",NA,3.4
"264",1968,"December",26,39,188,26,65,251,"dem",NA,3.4
"265",1969,"January",31,43,199,22,57,250,"gop",NA,3.4
"266",1969,"February",31,43,199,22,57,250,"gop",NA,3.4
"267",1969,"March",31,43,199,22,57,250,"gop",NA,3.4
"268",1969,"April",31,43,199,22,57,250,"gop",NA,3.4
"269",1969,"May",31,43,199,22,57,250,"gop",NA,3.4
"270",1969,"June",31,43,199,22,57,250,"gop",NA,3.5
"271",1969,"July",31,43,199,22,57,250,"gop",NA,3.5
"272",1969,"August",31,43,199,22,57,250,"gop",NA,3.5
"273",1969,"September",31,43,199,22,57,250,"gop",NA,3.7
"274",1969,"October",31,43,199,22,57,250,"gop",NA,3.7
"275",1969,"November",31,43,199,22,57,250,"gop",NA,3.5
"276",1969,"December",31,43,199,22,57,250,"gop",NA,3.5
"277",1970,"January",32,43,199,20,58,250,"gop",NA,3.9
"278",1970,"February",32,43,199,20,58,250,"gop",NA,4.2
"279",1970,"March",32,43,199,20,58,250,"gop",NA,4.4
"280",1970,"April",32,43,199,20,58,250,"gop",NA,4.6
"281",1970,"May",32,43,199,20,58,250,"gop",NA,4.8
"282",1970,"June",32,43,199,20,58,250,"gop",NA,4.9
"283",1970,"July",32,43,199,20,58,250,"gop",NA,5
"284",1970,"August",32,43,199,20,58,250,"gop",NA,5.1
"285",1970,"September",32,43,199,20,58,250,"gop",NA,5.4
"286",1970,"October",32,43,199,20,58,250,"gop",NA,5.5
"287",1970,"November",32,43,199,20,58,250,"gop",NA,5.9
"288",1970,"December",32,43,199,20,58,250,"gop",NA,6.1
"289",1971,"January",21,44,185,30,55,259,"gop",NA,5.9
"290",1971,"February",21,44,185,30,55,259,"gop",NA,5.9
"291",1971,"March",21,44,185,30,55,259,"gop",NA,6
"292",1971,"April",21,44,185,30,55,259,"gop",NA,5.9
"293",1971,"May",21,44,185,30,55,259,"gop",NA,5.9
"294",1971,"June",21,44,185,30,55,259,"gop",NA,5.9
"295",1971,"July",21,44,185,30,55,259,"gop",NA,6
"296",1971,"August",21,44,185,30,55,259,"gop",NA,6.1
"297",1971,"September",21,44,185,30,55,259,"gop",NA,6
"298",1971,"October",21,44,185,30,55,259,"gop",NA,5.8
"299",1971,"November",21,44,185,30,55,259,"gop",NA,6
"300",1971,"December",21,44,185,30,55,259,"gop",NA,6
"301",1972,"January",20,44,185,31,57,259,"gop",NA,5.8
"302",1972,"February",20,44,185,31,57,259,"gop",NA,5.7
"303",1972,"March",20,44,185,31,57,259,"gop",NA,5.8
"304",1972,"April",20,44,185,31,57,259,"gop",NA,5.7
"305",1972,"May",20,44,185,31,57,259,"gop",NA,5.7
"306",1972,"June",20,44,185,31,57,259,"gop",NA,5.7
"307",1972,"July",20,44,185,31,57,259,"gop",NA,5.6
"308",1972,"August",20,44,185,31,57,259,"gop",NA,5.6
"309",1972,"September",20,44,185,31,57,259,"gop",NA,5.5
"310",1972,"October",20,44,185,31,57,259,"gop",NA,5.6
"311",1972,"November",20,44,185,31,57,259,"gop",NA,5.3
"312",1972,"December",20,44,185,31,57,259,"gop",NA,5.2
"313",1973,"January",19,42,195,32,56,249,"gop",NA,4.9
"314",1973,"February",19,42,195,32,56,249,"gop",NA,5
"315",1973,"March",19,42,195,32,56,249,"gop",NA,4.9
"316",1973,"April",19,42,195,32,56,249,"gop",NA,5
"317",1973,"May",19,42,195,32,56,249,"gop",NA,4.9
"318",1973,"June",19,42,195,32,56,249,"gop",NA,4.9
"319",1973,"July",19,42,195,32,56,249,"gop",NA,4.8
"320",1973,"August",20,42,195,32,56,249,"gop",NA,4.8
"321",1973,"September",20,42,195,32,56,249,"gop",NA,4.8
"322",1973,"October",20,42,195,32,56,249,"gop",NA,4.6
"323",1973,"November",20,42,195,32,56,249,"gop",NA,4.8
"324",1973,"December",20,42,195,32,56,249,"gop",NA,4.9
"325",1974,"January",18,45,195,34,59,249,"gop",NA,5.1
"326",1974,"February",18,45,195,34,59,249,"gop",NA,5.2
"327",1974,"March",18,45,195,34,59,249,"gop",NA,5.1
"328",1974,"April",18,45,195,34,59,249,"gop",NA,5.1
"329",1974,"May",18,45,195,34,59,249,"gop",NA,5.1
"330",1974,"June",18,45,195,34,59,249,"gop",NA,5.4
"331",1974,"July",18,45,195,34,59,249,"gop",NA,5.5
"332",1974,"August",18,45,195,34,59,249,"gop",NA,5.5
"333",1974,"September",18,45,195,34,59,249,"gop",NA,5.9
"334",1974,"October",18,45,195,34,59,249,"gop",NA,6
"335",1974,"November",18,45,195,34,59,249,"gop",NA,6.6
"336",1974,"December",18,45,195,34,59,249,"gop",NA,7.2
"337",1975,"January",13,38,148,37,61,295,"gop",NA,8.1
"338",1975,"February",13,38,148,37,61,295,"gop",NA,8.1
"339",1975,"March",13,38,148,37,61,295,"gop",NA,8.6
"340",1975,"April",13,38,148,37,61,295,"gop",NA,8.8
"341",1975,"May",13,38,148,37,61,295,"gop",NA,9
"342",1975,"June",13,38,148,37,61,295,"gop",NA,8.8
"343",1975,"July",13,38,148,37,61,295,"gop",NA,8.6
"344",1975,"August",13,38,148,37,61,295,"gop",NA,8.4
"345",1975,"September",13,38,148,37,61,295,"gop",NA,8.4
"346",1975,"October",13,38,148,37,61,295,"gop",NA,8.4
"347",1975,"November",13,38,148,37,61,295,"gop",NA,8.3
"348",1975,"December",13,38,148,37,61,295,"gop",NA,8.2
"349",1976,"January",13,39,148,37,65,295,"gop",NA,7.9
"350",1976,"February",13,39,148,37,65,295,"gop",NA,7.7
"351",1976,"March",13,39,148,37,65,295,"gop",NA,7.6
"352",1976,"April",13,39,148,37,65,295,"gop",NA,7.7
"353",1976,"May",13,39,148,37,65,295,"gop",NA,7.4
"354",1976,"June",13,39,148,37,65,295,"gop",NA,7.6
"355",1976,"July",13,39,148,37,65,295,"gop",NA,7.8
"356",1976,"August",13,39,148,37,65,295,"gop",NA,7.8
"357",1976,"September",13,39,148,37,65,295,"gop",NA,7.6
"358",1976,"October",13,39,148,37,65,295,"gop",NA,7.7
"359",1976,"November",13,39,148,37,65,295,"gop",NA,7.8
"360",1976,"December",13,39,148,37,65,295,"gop",NA,7.8
"361",1977,"January",12,38,147,38,62,294,"dem",NA,7.5
"362",1977,"February",12,38,147,38,62,294,"dem",NA,7.6
"363",1977,"March",12,38,147,38,62,294,"dem",NA,7.4
"364",1977,"April",12,38,147,38,62,294,"dem",NA,7.2
"365",1977,"May",12,38,147,38,62,294,"dem",NA,7
"366",1977,"June",12,38,147,39,62,294,"dem",NA,7.2
"367",1977,"July",12,38,147,40,62,294,"dem",NA,6.9
"368",1977,"August",12,38,147,40,62,294,"dem",NA,7
"369",1977,"September",12,38,147,40,62,294,"dem",NA,6.8
"370",1977,"October",12,38,147,40,62,294,"dem",NA,6.8
"371",1977,"November",12,38,147,41,62,294,"dem",NA,6.8
"372",1977,"December",12,38,147,41,62,294,"dem",NA,6.4
"373",1978,"January",12,41,147,38,66,294,"dem",NA,6.4
"374",1978,"February",12,41,147,38,66,294,"dem",NA,6.3
"375",1978,"March",12,41,147,38,66,294,"dem",NA,6.3
"376",1978,"April",12,41,147,38,66,294,"dem",NA,6.1
"377",1978,"May",12,41,147,38,66,294,"dem",NA,6
"378",1978,"June",12,41,147,38,66,294,"dem",NA,5.9
"379",1978,"July",12,41,147,38,66,294,"dem",NA,6.2
"380",1978,"August",12,41,147,39,66,294,"dem",NA,5.9
"381",1978,"September",12,41,147,39,66,294,"dem",NA,6
"382",1978,"October",12,41,147,39,66,294,"dem",NA,5.8
"383",1978,"November",12,41,147,39,66,294,"dem",NA,5.9
"384",1978,"December",12,41,147,39,66,294,"dem",NA,6
"385",1979,"January",19,41,160,32,58,280,"dem",NA,5.9
"386",1979,"February",19,41,160,32,58,280,"dem",NA,5.9
"387",1979,"March",19,41,160,32,58,280,"dem",NA,5.8
"388",1979,"April",19,41,160,32,58,280,"dem",NA,5.8
"389",1979,"May",19,41,160,32,58,280,"dem",NA,5.6
"390",1979,"June",19,41,160,32,58,280,"dem",NA,5.7
"391",1979,"July",19,41,160,32,58,280,"dem",NA,5.7
"392",1979,"August",19,41,160,32,58,280,"dem",NA,6
"393",1979,"September",19,41,160,32,58,280,"dem",NA,5.9
"394",1979,"October",19,41,160,32,58,280,"dem",NA,6
"395",1979,"November",19,41,160,32,58,280,"dem",NA,5.9
"396",1979,"December",19,41,160,32,58,280,"dem",NA,6
"397",1980,"January",19,42,160,32,59,280,"dem",NA,6.3
"398",1980,"February",19,42,160,32,59,280,"dem",NA,6.3
"399",1980,"March",20,42,160,31,59,280,"dem",NA,6.3
"400",1980,"April",20,42,160,31,59,280,"dem",NA,6.9
"401",1980,"May",20,42,160,31,59,280,"dem",NA,7.5
"402",1980,"June",20,42,160,31,59,280,"dem",NA,7.6
"403",1980,"July",20,42,160,31,59,280,"dem",NA,7.8
"404",1980,"August",20,42,160,31,59,280,"dem",NA,7.7
"405",1980,"September",20,42,160,31,59,280,"dem",NA,7.5
"406",1980,"October",20,42,160,31,59,280,"dem",NA,7.5
"407",1980,"November",20,42,160,31,59,280,"dem",NA,7.5
"408",1980,"December",20,42,160,31,59,280,"dem",NA,7.2
"409",1981,"January",24,53,196,27,46,246,"gop",NA,7.5
"410",1981,"February",24,53,196,27,46,246,"gop",NA,7.4
"411",1981,"March",24,53,196,27,46,246,"gop",NA,7.4
"412",1981,"April",24,53,196,27,46,246,"gop",NA,7.2
"413",1981,"May",24,53,196,27,46,246,"gop",NA,7.5
"414",1981,"June",24,53,196,27,46,246,"gop",NA,7.5
"415",1981,"July",24,53,196,27,46,246,"gop",NA,7.2
"416",1981,"August",24,53,196,27,46,246,"gop",NA,7.4
"417",1981,"September",24,53,196,27,46,246,"gop",NA,7.6
"418",1981,"October",24,53,196,27,46,246,"gop",NA,7.9
"419",1981,"November",24,53,196,27,46,246,"gop",NA,8.3
"420",1981,"December",24,53,196,27,46,246,"gop",NA,8.5
"421",1982,"January",24,54,196,27,47,246,"gop",NA,8.6
"422",1982,"February",24,54,196,27,47,246,"gop",NA,8.9
"423",1982,"March",24,54,196,27,47,246,"gop",NA,9
"424",1982,"April",24,54,196,27,47,246,"gop",NA,9.3
"425",1982,"May",24,54,196,27,47,246,"gop",NA,9.4
"426",1982,"June",24,54,196,27,47,246,"gop",NA,9.6
"427",1982,"July",24,54,196,27,47,246,"gop",NA,9.8
"428",1982,"August",24,54,196,27,47,246,"gop",NA,9.8
"429",1982,"September",24,54,196,27,47,246,"gop",NA,10.1
"430",1982,"October",24,54,196,27,47,246,"gop",NA,10.4
"431",1982,"November",24,54,196,27,47,246,"gop",NA,10.8
"432",1982,"December",24,54,196,27,47,246,"gop",NA,10.8
"433",1983,"January",16,55,168,34,46,272,"gop",NA,10.4
"434",1983,"February",16,55,168,34,46,272,"gop",NA,10.4
"435",1983,"March",16,55,168,34,46,272,"gop",NA,10.3
"436",1983,"April",16,55,168,34,46,271,"gop",NA,10.2
"437",1983,"May",16,55,168,34,46,271,"gop",NA,10.1
"438",1983,"June",16,55,168,34,46,271,"gop",NA,10.1
"439",1983,"July",16,55,168,34,46,272,"gop",NA,9.4
"440",1983,"August",16,55,168,34,46,272,"gop",NA,9.5
"441",1983,"September",16,55,168,34,46,272,"gop",NA,9.2
"442",1983,"October",16,55,168,34,46,272,"gop",NA,8.8
"443",1983,"November",16,55,168,34,46,272,"gop",NA,8.5
"444",1983,"December",16,55,168,34,46,272,"gop",NA,8.3
"445",1984,"January",16,55,168,34,45,271,"gop",NA,8
"446",1984,"February",16,55,168,34,45,271,"gop",NA,7.8
"447",1984,"March",15,55,168,34,45,271,"gop",NA,7.8
"448",1984,"April",15,55,168,34,45,271,"gop",NA,7.7
"449",1984,"May",15,55,168,35,45,271,"gop",NA,7.4
"450",1984,"June",15,55,168,35,45,271,"gop",NA,7.2
"451",1984,"July",15,55,168,35,45,271,"gop",NA,7.5
"452",1984,"August",15,55,168,35,45,271,"gop",NA,7.5
"453",1984,"September",15,55,168,35,45,271,"gop",NA,7.3
"454",1984,"October",15,55,168,35,45,271,"gop",NA,7.4
"455",1984,"November",15,55,168,35,45,271,"gop",NA,7.2
"456",1984,"December",15,55,168,35,45,271,"gop",NA,7.3
"457",1985,"January",16,53,183,34,47,257,"gop",NA,7.3
"458",1985,"February",16,53,183,34,47,257,"gop",NA,7.2
"459",1985,"March",16,53,183,34,47,257,"gop",NA,7.2
"460",1985,"April",16,53,183,34,47,257,"gop",NA,7.3
"461",1985,"May",16,53,183,34,47,257,"gop",NA,7.2
"462",1985,"June",16,53,183,34,47,257,"gop",NA,7.4
"463",1985,"July",16,53,183,34,47,257,"gop",NA,7.4
"464",1985,"August",16,53,183,34,47,257,"gop",NA,7.1
"465",1985,"September",16,53,183,34,47,257,"gop",NA,7.1
"466",1985,"October",16,53,183,34,47,257,"gop",NA,7.1
"467",1985,"November",16,53,183,34,47,257,"gop",NA,7
"468",1985,"December",16,53,183,34,47,257,"gop",NA,7
"469",1986,"January",16,53,183,34,48,257,"gop",NA,6.7
"470",1986,"February",16,53,183,34,48,257,"gop",NA,7.2
"471",1986,"March",16,53,183,34,48,257,"gop",NA,7.2
"472",1986,"April",16,53,183,34,48,257,"gop",NA,7.1
"473",1986,"May",16,53,183,34,48,257,"gop",NA,7.2
"474",1986,"June",16,53,183,34,48,257,"gop",NA,7.2
"475",1986,"July",16,54,183,34,48,257,"gop",NA,7
"476",1986,"August",16,54,183,34,48,257,"gop",NA,6.9
"477",1986,"September",16,54,183,34,48,257,"gop",NA,7
"478",1986,"October",16,54,183,34,48,257,"gop",NA,7
"479",1986,"November",16,54,183,34,48,257,"gop",NA,6.9
"480",1986,"December",16,54,183,34,48,257,"gop",NA,6.6
"481",1987,"January",24,46,179,27,55,262,"gop",NA,6.6
"482",1987,"February",24,46,179,27,55,262,"gop",NA,6.6
"483",1987,"March",24,46,179,27,55,262,"gop",NA,6.6
"484",1987,"April",24,46,179,27,55,262,"gop",NA,6.3
"485",1987,"May",24,46,179,27,55,262,"gop",NA,6.3
"486",1987,"June",24,46,179,27,55,262,"gop",NA,6.2
"487",1987,"July",24,46,179,27,55,262,"gop",NA,6.1
"488",1987,"August",24,46,179,27,55,262,"gop",NA,6
"489",1987,"September",24,46,179,27,55,262,"gop",NA,5.9
"490",1987,"October",24,46,179,27,55,262,"gop",NA,6
"491",1987,"November",24,46,179,27,55,262,"gop",NA,5.8
"492",1987,"December",24,46,179,27,55,262,"gop",NA,5.7
"493",1988,"January",24,46,179,28,54,262,"gop",NA,5.7
"494",1988,"February",24,46,179,28,54,262,"gop",NA,5.7
"495",1988,"March",25,46,179,28,54,262,"gop",NA,5.7
"496",1988,"April",24,46,179,28,54,262,"gop",NA,5.4
"497",1988,"May",24,46,179,28,54,262,"gop",NA,5.6
"498",1988,"June",24,46,179,28,54,262,"gop",NA,5.4
"499",1988,"July",24,46,178,28,54,262,"gop",NA,5.4
"500",1988,"August",24,46,178,28,54,262,"gop",NA,5.6
"501",1988,"September",24,46,178,28,54,262,"gop",NA,5.4
"502",1988,"October",24,46,178,28,54,262,"gop",NA,5.4
"503",1988,"November",24,46,179,28,54,262,"gop",NA,5.3
"504",1988,"December",24,46,179,28,54,262,"gop",NA,5.3
"505",1989,"January",23,46,178,29,55,264,"gop",NA,5.4
"506",1989,"February",23,46,178,29,55,264,"gop",NA,5.2
"507",1989,"March",23,46,178,29,55,264,"gop",NA,5
"508",1989,"April",23,46,178,29,55,264,"gop",NA,5.2
"509",1989,"May",23,46,178,29,55,264,"gop",NA,5.2
"510",1989,"June",23,46,178,29,55,262,"gop",NA,5.3
"511",1989,"July",23,46,178,29,55,261,"gop",NA,5.2
"512",1989,"August",23,46,178,29,55,261,"gop",NA,5.2
"513",1989,"September",23,46,178,29,55,261,"gop",NA,5.3
"514",1989,"October",23,46,178,29,55,261,"gop",NA,5.3
"515",1989,"November",23,46,178,29,55,261,"gop",NA,5.4
"516",1989,"December",23,46,178,29,55,261,"gop",NA,5.4
"517",1990,"January",22,46,176,30,55,258,"gop",NA,5.4
"518",1990,"February",22,46,176,30,55,258,"gop",NA,5.3
"519",1990,"March",22,46,176,30,55,258,"gop",NA,5.2
"520",1990,"April",22,46,176,30,55,258,"gop",NA,5.4
"521",1990,"May",22,46,176,30,55,257,"gop",NA,5.4
"522",1990,"June",22,46,176,30,56,257,"gop",NA,5.2
"523",1990,"July",22,46,176,30,56,257,"gop",NA,5.5
"524",1990,"August",22,46,176,30,56,257,"gop",NA,5.7
"525",1990,"September",22,46,176,30,56,257,"gop",NA,5.9
"526",1990,"October",22,46,176,30,56,258,"gop",NA,5.9
"527",1990,"November",22,46,176,30,56,259,"gop",NA,6.2
"528",1990,"December",22,46,176,30,56,259,"gop",NA,6.3
"529",1991,"January",20,45,168,29,57,269,"gop",NA,6.4
"530",1991,"February",20,45,168,29,57,269,"gop",NA,6.6
"531",1991,"March",21,45,166,28,57,269,"gop",NA,6.8
"532",1991,"April",21,45,166,28,57,269,"gop",NA,6.7
"533",1991,"May",21,45,166,28,57,268,"gop",NA,6.9
"534",1991,"June",21,45,166,28,57,268,"gop",NA,6.9
"535",1991,"July",21,45,166,28,57,268,"gop",NA,6.8
"536",1991,"August",21,45,166,29,57,268,"gop",NA,6.9
"537",1991,"September",21,45,166,29,57,268,"gop",NA,6.9
"538",1991,"October",21,45,166,29,57,268,"gop",NA,7
"539",1991,"November",21,45,167,29,57,269,"gop",NA,7
"540",1991,"December",21,45,167,29,57,269,"gop",NA,7.3
"541",1992,"January",20,43,166,27,58,268,"gop",NA,7.3
"542",1992,"February",20,43,166,27,58,268,"gop",NA,7.4
"543",1992,"March",20,43,166,28,58,268,"gop",NA,7.4
"544",1992,"April",20,43,166,28,58,268,"gop",NA,7.4
"545",1992,"May",20,43,166,28,58,268,"gop",NA,7.6
"546",1992,"June",20,43,166,28,58,268,"gop",NA,7.8
"547",1992,"July",20,43,166,28,58,268,"gop",NA,7.7
"548",1992,"August",20,43,166,28,58,268,"gop",NA,7.6
"549",1992,"September",20,43,166,28,58,268,"gop",NA,7.6
"550",1992,"October",20,43,166,28,59,268,"gop",NA,7.3
"551",1992,"November",20,43,166,28,60,270,"gop",NA,7.4
"552",1992,"December",20,43,166,28,60,270,"gop",NA,7.4
"553",1993,"January",18,46,175,30,57,255,"dem",NA,7.3
"554",1993,"February",18,46,175,30,57,255,"dem",NA,7.1
"555",1993,"March",18,46,175,30,57,255,"dem",NA,7
"556",1993,"April",18,46,175,30,57,256,"dem",NA,7.1
"557",1993,"May",17,46,177,31,57,257,"dem",NA,7.1
"558",1993,"June",17,46,178,31,57,258,"dem",NA,7
"559",1993,"July",17,46,178,31,57,258,"dem",NA,6.9
"560",1993,"August",17,46,178,31,57,258,"dem",NA,6.8
"561",1993,"September",17,46,178,31,57,258,"dem",NA,6.7
"562",1993,"October",17,46,178,31,57,258,"dem",NA,6.8
"563",1993,"November",17,46,178,31,57,258,"dem",NA,6.6
"564",1993,"December",17,46,178,31,57,258,"dem",NA,6.5
"565",1994,"January",19,48,178,28,54,257,"dem",NA,6.6
"566",1994,"February",19,48,178,28,54,257,"dem",NA,6.6
"567",1994,"March",19,48,178,28,54,257,"dem",NA,6.5
"568",1994,"April",19,48,178,28,54,256,"dem",NA,6.4
"569",1994,"May",19,48,178,28,54,256,"dem",NA,6.1
"570",1994,"June",19,48,178,28,54,256,"dem",NA,6.1
"571",1994,"July",19,48,178,28,54,256,"dem",NA,6.1
"572",1994,"August",19,48,178,28,54,256,"dem",NA,6
"573",1994,"September",19,48,178,28,54,256,"dem",NA,5.9
